model,term,beta,standard_error,hazard_ratio,ci_95_low,ci_95_high,p_value,n,events
f5f2_carrier_cox_five_factor_adjusted,female_sex,-0.17608593290484853,0.024939899588607078,0.8385459215539911,0.7985416630068773,0.880554259256948,1.6601125262481042e-12,347084,6749
f5f2_carrier_cox_five_factor_adjusted,other_unknown_sex,-0.11260514187086122,0.09895057971083729,0.8935033975507467,0.7359829854584512,1.0847374697628758,0.2551230895937543,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc1,-2.0814833604281575,0.23717063157764517,0.12474503304319637,0.07836814105406616,0.1985669566694507,1.6892341197472184e-18,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc2,2.490380093988342,0.5462303192160438,12.065861410355193,4.136163503938951,35.198079436476604,5.134579851018292e-06,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc3,-3.888760182669997,0.5103162814781009,0.020470710252520757,0.007529097529393431,0.055657398062210886,2.5309825689441104e-14,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc4,2.86702593631721,1.4693009818796354,17.584642507464235,0.9872776341544817,313.2043524718739,0.05102307393860823,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc5,3.57691048676474,2.3413822417297836,35.762880099764054,0.36341904847159406,3519.3080781236717,0.12658907324711316,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc6,3.5334020103277246,1.8237924291018304,34.240255398967754,0.9596072904013171,1221.7446673380666,0.052697366884656066,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc7,0.7053065048429558,2.2671132894951658,2.0244670988077496,0.023796053233827205,172.23305872962595,0.755722066023197,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc8,3.337557278518762,3.783983659884872,28.15027936010189,0.016923523617576784,46824.65932973625,0.37776484706291047,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc9,-7.747454657066416,4.105654370497423,0.00043184032458322825,1.3820369031700772e-07,1.3493566308424274,0.05915754567627633,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc10,-1.4472159128925186,4.111273636847501,0.23522426214662195,7.445525320762638e-05,743.1369999928395,0.7248295809120069,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc11,-9.886087740311519,4.058953712887482,5.0877603538269594e-05,1.784331305686335e-08,0.14507006258020455,0.014866101375982434,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc12,10.915222719285515,4.0975672464833695,55007.38452459371,17.88551050719539,169176739.51879758,0.007725658523170277,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc13,-2.469579562898381,4.101800280258759,0.08462042909149295,2.7286782999868186e-05,262.4207118758913,0.5471261363471542,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc14,3.2228789166914455,4.08906344924892,25.100277872436152,0.008298459001918551,75920.59551392024,0.4305970201804613,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc15,4.552406221380108,4.088955731726162,94.86038901508128,0.031368627403568994,286862.8355434112,0.26556156740292924,347084,6749
f5f2_carrier_cox_five_factor_adjusted,genetic_pc16,5.613225068204133,4.128573812431231,274.0265688256612,0.08384548786377956,895582.6048070891,0.17395530246439683,347084,6749
f5f2_carrier_cox_five_factor_adjusted,ehr_observability_score_0_6,0.30756287974315133,0.012421259852054783,1.3601063289498037,1.3273934542130812,1.3936253943228771,2.3598841995540097e-135,347084,6749
