primary_wgs_n,excluded_vte_days_0_7,excluded_no_vte_followup_le_7,landmark_n,vte_after_day7,total_person_years,median_followup_days,q1_followup_days,q3_followup_days,crude_vte_incidence_per_1000_person_years
358533,804,10645,347084,6749,1046976.616016427,1341.0,506.0,1634.0,6.446180264922085
