clinical_auc,combined_auc,delta_auc,bootstrap_reps_requested,bootstrap_reps_valid,ci_95_low,ci_95_high
0.7798036021731877,0.7843923424730211,0.004588740299833471,500,500,0.003395020836755222,0.0058301075796163525
