domain,feature_name,concept_id,concept_name,final_disposition,target_feature,final_rationale,definition_source,infection_scope,manual_override_applied_05A,manual_override_applied_05A1,feature_label,status
condition,fracture_or_major_trauma,79173,Traumatic closed dislocation of temporomandibular joint,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,79113,Traumatic dislocation of ankle joint,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,37116513,Traumatic dislocation of distal radioulnar joint,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4053588,Traumatic dislocation of elbow joint,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4053590,Traumatic dislocation of hip joint,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,40486428,Traumatic dislocation of interphalangeal joint of finger,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,37118662,Traumatic dislocation of interphalangeal joint of thumb,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4043679,Traumatic dislocation of joint,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4195780,Traumatic dislocation of joint of cervical vertebra,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4053589,Traumatic dislocation of joint of finger,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,444188,Traumatic dislocation of joint of foot,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4044358,Traumatic dislocation of joint of lumbar vertebra,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4044017,Traumatic dislocation of joint of thoracic vertebra,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4129395,Traumatic dislocation of joint of thumb,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4054058,Traumatic dislocation of joint of wrist,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4238518,Traumatic dislocation of knee joint,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,435624,Traumatic dislocation of pelvis,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4053829,Traumatic dislocation of sacroiliac joint,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,75899,Traumatic dislocation of shoulder region,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4216978,Traumatic dislocation of temporomandibular joint,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,604687,Traumatic fracture of bone,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,440921,Traumatic injury,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,439215,Traumatic injury due to event,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,375716,Traumatic injury of abducens nerve,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,607567,Traumatic injury of back of neck and trunk,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,607566,Traumatic injury of back of trunk,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,40487453,Traumatic injury of body of pancreas,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,40491866,Traumatic injury of celiac artery,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4106172,Traumatic injury of common peroneal nerve,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4050964,Traumatic injury of deep peroneal nerve,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,40485984,Traumatic injury of digital nerve of hand,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,40491865,Traumatic injury of external genitalia,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,40489826,Traumatic injury of sacral spinal cord,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4333742,Traumatic injury of sacrum,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,40488813,Traumatic injury of spinal cord at T1-T6 level,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,40492697,Traumatic injury of spinal cord at T7-T12 level,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,40487456,Traumatic injury of tail of pancreas,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,253670,Traumatic injury of visual pathways,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,432795,Traumatic or non-traumatic injury,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4047789,Trimalleolar fracture,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,36715619,Type II fracture of odontoid process of axis,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,36715620,Type III fracture of odontoid process of axis,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,36716589,Unstable burst fracture of first cervical vertebra,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4001514,Vertical fracture of root of tooth,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,44783717,Vertical fracture of tooth extending into pulp of tooth,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,44783681,Vertical fracture of tooth without pulp involvement,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4085898,Wedge fracture of lumbar vertebra,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,fracture_or_major_trauma,4083820,Wedge fracture of thoracic vertebra,RETAIN,fracture_or_major_trauma,"Explicit traumatic fracture, dislocation, crush injury, or major-trauma terminology.",05A_original_clinical_curation,,False,,Fracture/major trauma,Included
condition,infection_or_sepsis,141173,Abrasion and/or friction burn of face without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,444371,Abrasion and/or friction burn of finger without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,135694,Abrasion and/or friction burn of foot without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4052508,"Abrasion and/or friction burn of forearm, without infection",RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,137733,Abrasion and/or friction burn of hand without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4270221,Abrasion and/or friction burn of lip without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,43530827,Abrasion and/or friction burn of lower limb without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4247926,Abrasion and/or friction burn of nose with infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4148448,Abrasion and/or friction burn of nose without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4077579,Abrasion and/or friction burn of penis without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4295960,Abrasion and/or friction burn of perineum with infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4051951,Abrasion and/or friction burn of perineum without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,442623,Abrasion and/or friction burn of scalp without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4237314,Abrasion and/or friction burn of scrotum without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,136269,Abrasion and/or friction burn of shoulder without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,199192,Abrasion and/or friction burn of trunk without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,43530837,Abrasion and/or friction burn of upper limb without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4198858,Abrasion and/or friction burn of vagina without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4283161,Abrasion and/or friction burn of vulva without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,443753,Abrasion and/or friction burn of wrist without infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,444249,Abrasion and/or friction burn with infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,436020,Actinomycotic infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4008081,Acute HIV infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,608954,Acute cor pulmonale due to septic pulmonary embolism,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4138475,Acute genitourinary Chlamydia trachomatis infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,URINARY_OR_RENAL,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,439673,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,374947,Acute infection of pinna,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4271450,Acute infectious disease,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4307774,Acute lower respiratory tract infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,RESPIRATORY,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4330644,Acute lower urinary tract infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,URINARY_OR_RENAL,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4112341,Acute respiratory infections,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,RESPIRATORY,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,3654658,Acute seizure due to infection of central nervous system,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,257011,Acute upper respiratory infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,RESPIRATORY,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4329106,Acute upper urinary tract infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,URINARY_OR_RENAL,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4331815,Acute urinary tract infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,URINARY_OR_RENAL,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,438959,Amebic infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,435880,Amniotic cavity infection with antenatal problem,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4160365,Anal infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4093145,Anogenital herpesviral infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,VIRAL_FUNGAL_OR_PARASITIC,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4116193,Anogenital human papillomavirus infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,VIRAL_FUNGAL_OR_PARASITIC,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,438685,Arbovirus infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,VIRAL_FUNGAL_OR_PARASITIC,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,80184,Arthritis due to parasitic infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,VIRAL_FUNGAL_OR_PARASITIC,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,76777,Arthropathy associated with infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,77650,Aseptic necrosis of bone,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,40482444,Aseptic necrosis of bone of hip,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,40480852,Aseptic necrosis of bone of jaw,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,761202,Aseptic necrosis of bone of left hip,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4326828,Aseptic necrosis of bone of upper limb,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,439120,Aseptic necrosis of head AND/OR neck of femur,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,141673,Aseptic necrosis of head of humerus,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,137651,Aseptic necrosis of medial femoral condyle,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4243788,Aseptic necrosis of pancreas,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,79121,Aseptic necrosis of talus,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4241530,Asymptomatic human immunodeficiency virus infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,VIRAL_FUNGAL_OR_PARASITIC,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,45765519,At high risk of sexually transmitted infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4301897,At risk for infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4211356,At risk of healthcare associated infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4253172,At risk of sexually transmitted infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,OTHER_OR_UNSPECIFIED,False,False,Infection/sepsis,Conditional inclusion
condition,infection_or_sepsis,4026929,At risk of urinary tract infection,RETAIN_IF_INPATIENT,infection_or_sepsis,Active infection retained only when the condition record is linked to an explicit inpatient visit.,05A1_refined_infection_curation,URINARY_OR_RENAL,False,False,Infection/sepsis,Conditional inclusion
