domain,feature_name,concept_id,concept_name,final_disposition,target_feature,final_rationale,definition_source,infection_scope,manual_override_applied_05A,manual_override_applied_05A1,feature_label,status
procedure,major_surgery,2767823,"Fusion of 2 to 7 Thoracic Vertebral Joints with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767824,"Fusion of 2 to 7 Thoracic Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767821,"Fusion of 2 to 7 Thoracic Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767836,"Fusion of 2 to 7 Thoracic Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767827,"Fusion of 2 to 7 Thoracic Vertebral Joints, Posterior Approach, Posterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2768049,"Fusion of 8 or more Thoracic Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2768048,"Fusion of 8 or more Thoracic Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2768052,"Fusion of 8 or more Thoracic Vertebral Joints with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2768051,"Fusion of 8 or more Thoracic Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2768066,"Fusion of 8 or more Thoracic Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Percutaneous Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2768057,"Fusion of 8 or more Thoracic Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,43018372,"Fusion of Cervical Vertebral Joint using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767059,"Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767060,"Fusion of Cervical Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767062,"Fusion of Cervical Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767064,"Fusion of Cervical Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767063,"Fusion of Cervical Vertebral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767068,"Fusion of Cervical Vertebral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767070,"Fusion of Cervical Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767069,"Fusion of Cervical Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767065,"Fusion of Cervical Vertebral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767066,"Fusion of Cervical Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767071,"Fusion of Cervical Vertebral Joint, Anterior Approach, Anterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767267,"Fusion of Cervical Vertebral Joint, Posterior Approach, Posterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767535,"Fusion of Cervicothoracic Vertebral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767537,"Fusion of Cervicothoracic Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767536,"Fusion of Cervicothoracic Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767538,"Fusion of Cervicothoracic Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767540,"Fusion of Cervicothoracic Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767539,"Fusion of Cervicothoracic Vertebral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767544,"Fusion of Cervicothoracic Vertebral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767546,"Fusion of Cervicothoracic Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767545,"Fusion of Cervicothoracic Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767542,"Fusion of Cervicothoracic Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767549,"Fusion of Cervicothoracic Vertebral Joint, Posterior Approach, Anterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2767548,"Fusion of Cervicothoracic Vertebral Joint, Posterior Approach, Posterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772577,"Fusion of Left Ankle Joint with Autologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772583,"Fusion of Left Ankle Joint with Autologous Tissue Substitute, Percutaneous Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772576,"Fusion of Left Ankle Joint with External Fixation Device, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772579,"Fusion of Left Ankle Joint with Nonautologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772591,"Fusion of Left Ankle Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772578,"Fusion of Left Ankle Joint with Synthetic Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772580,"Fusion of Left Ankle Joint, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2769599,"Fusion of Left Finger Phalangeal Joint, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772351,"Fusion of Left Knee Joint with External Fixation Device, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772361,"Fusion of Left Knee Joint, Percutaneous Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2769559,"Fusion of Left Metacarpophalangeal Joint with External Fixation Device, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2769562,"Fusion of Left Metacarpophalangeal Joint with Nonautologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2773056,"Fusion of Left Metatarsal-Phalangeal Joint with Autologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2773055,"Fusion of Left Metatarsal-Phalangeal Joint with External Fixation Device, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2773058,"Fusion of Left Metatarsal-Phalangeal Joint with Nonautologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2773059,"Fusion of Left Metatarsal-Phalangeal Joint, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772094,"Fusion of Left Sacroiliac Joint with Autologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772096,"Fusion of Left Sacroiliac Joint with Nonautologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772613,"Fusion of Left Tarsal Joint with Autologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772804,"Fusion of Left Tarsal Joint with Autologous Tissue Substitute, Percutaneous Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772800,"Fusion of Left Tarsal Joint with Nonautologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772614,"Fusion of Left Tarsal Joint with Synthetic Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772801,"Fusion of Left Tarsal Joint, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772834,"Fusion of Left Tarsometatarsal Joint with Autologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772836,"Fusion of Left Tarsometatarsal Joint with Nonautologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2772837,"Fusion of Left Tarsometatarsal Joint, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2773092,"Fusion of Left Toe Phalangeal Joint with Autologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2773094,"Fusion of Left Toe Phalangeal Joint with Nonautologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2773093,"Fusion of Left Toe Phalangeal Joint with Synthetic Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2773095,"Fusion of Left Toe Phalangeal Joint, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2769069,"Fusion of Left Wrist Joint with Autologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2769071,"Fusion of Left Wrist Joint with Nonautologous Tissue Substitute, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,42898042,"Fusion of Lumbar Vertebral Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,43018379,"Fusion of Lumbar Vertebral Joint using Radiolucent Porous Interbody Fusion Device, Open Approach, New Technology Group 3",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771351,"Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771353,"Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771352,"Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771557,"Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771354,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771356,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771355,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771360,"Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771362,"Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771361,"Fusion of Lumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771358,"Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771563,"Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771553,"Fusion of Lumbar Vertebral Joint, Anterior Approach, Anterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771554,"Fusion of Lumbar Vertebral Joint, Posterior Approach, Posterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771569,"Fusion of Lumbar Vertebral Joint, Posterior Approach, Posterior Column, Percutaneous Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771584,"Fusion of Lumbar Vertebral Joint, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,42898044,"Fusion of Lumbosacral Joint using Nanotextured Surface Interbody Fusion Device, Open Approach, New Technology Group 2",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771814,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771816,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771815,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771830,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771817,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771819,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771834,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771818,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771833,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Percutaneous Approach (Deprecated)",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771823,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771824,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
procedure,major_surgery,2771839,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach",RETAIN_IF_INPATIENT,major_surgery,Generic operative terminology retained only when linked to an inpatient visit.,05A_original_clinical_curation,,False,,Major surgery,Conditional inclusion
